OrderID,Date,Customer,Product,Category,Quantity,Price
1860,08-02-2023,Priya Singh,Smartphone,Electronics,5,15999
1861,03-04-2023,Priya Singh,Headphones,Electronics,3,1299
1862,05-10-2023,Anjali Chauhan,Laptop,Electronics,4,45999
1864,12-10-2023,Amit Sharma,Mouse,Electronics,1,499
1865,16-10-2023,Rahul Mehta,Headphones,Electronics,3,1299
1867,13-07-2023,Rohit Gupta,Headphones,Electronics,2,1299
1871,11-06-2023,Rohit Gupta,Smartphone,Electronics,2,15999
1873,15-09-2023,Rahul Mehta,Smartphone,Electronics,3,15999
1874,22-05-2023,Anjali Chauhan,Mouse,Electronics,1,499
1875,05-11-2023,Priya Singh,Headphones,Electronics,4,1299
1878,18-11-2023,Rahul Mehta,Headphones,Electronics,5,1299
1879,14-05-2023,Amit Sharma,Mouse,Electronics,2,499
1881,13-05-2023,Rahul Mehta,Laptop,Electronics,1,45999
1882,15-02-2023,Rahul Mehta,Headphones,Electronics,5,1299
1883,06-07-2023,Neha Verma,Laptop,Electronics,2,45999
1885,19-07-2023,Rahul Mehta,Printer,Electronics,2,8999
1887,24-11-2023,Amit Sharma,Headphones,Electronics,3,1299
1888,22-10-2023,Neha Verma,Laptop,Electronics,4,45999
1890,15-04-2023,Neha Verma,Smartphone,Electronics,3,15999
1891,30-09-2023,Rohit Gupta,Laptop,Electronics,3,45999
1892,26-09-2023,Rohit Gupta,Smartphone,Electronics,1,15999
1893,22-03-2023,Neha Verma,Mouse,Electronics,4,499
1895,04-11-2023,Rohit Gupta,Mouse,Electronics,4,499
1896,19-10-2023,Rahul Mehta,Headphones,Electronics,4,1299
1897,01-05-2023,Anjali Chauhan,Mouse,Electronics,4,499
1898,03-01-2023,Rahul Mehta,Headphones,Electronics,4,1299
1900,27-02-2023,Amit Sharma,Printer,Electronics,2,8999
1901,09-04-2023,Anjali Chauhan,Printer,Electronics,4,8999
1902,19-10-2023,Priya Singh,Laptop,Electronics,3,45999
1903,04-11-2023,Neha Verma,Smartphone,Electronics,3,15999
1904,13-08-2023,Priya Singh,Headphones,Electronics,2,1299
1906,26-06-2023,Anjali Chauhan,Printer,Electronics,5,8999
1910,23-05-2023,Neha Verma,Printer,Electronics,5,8999
1912,22-02-2023,Amit Sharma,Smartphone,Electronics,5,15999
1914,01-09-2023,Rahul Mehta,Laptop,Electronics,5,45999
1916,24-04-2023,Anjali Chauhan,Mouse,Electronics,2,499
1918,27-12-2023,Rohit Gupta,Headphones,Electronics,2,1299
1922,26-10-2023,Rohit Gupta,Mouse,Electronics,4,499
1923,13-11-2023,Neha Verma,Laptop,Electronics,4,45999
1924,15-07-2023,Anjali Chauhan,Printer,Electronics,5,8999
1931,07-07-2023,Rohit Gupta,Mouse,Electronics,3,499
1932,09-05-2023,Priya Singh,Mouse,Electronics,4,499
1936,11-10-2023,Rohit Gupta,Printer,Electronics,5,8999
1937,15-10-2023,Anjali Chauhan,Smartphone,Electronics,3,15999
1939,23-09-2023,Rahul Mehta,Mouse,Electronics,4,499
1940,14-12-2023,Rahul Mehta,Printer,Electronics,5,8999
1941,13-09-2023,Priya Singh,Mouse,Electronics,2,499
1944,12-07-2023,Priya Singh,Smartphone,Electronics,5,15999
1949,06-09-2023,Anjali Chauhan,Laptop,Electronics,5,45999
1950,22-09-2023,Neha Verma,Laptop,Electronics,2,45999
1955,22-02-2023,Neha Verma,Headphones,Electronics,3,1299
1957,29-10-2023,Rahul Mehta,Headphones,Electronics,5,1299
1960,09-08-2023,Amit Sharma,Smartphone,Electronics,3,15999
1961,05-05-2023,Anjali Chauhan,Headphones,Electronics,3,1299
1962,21-04-2023,Priya Singh,Headphones,Electronics,4,1299
1965,27-07-2023,Rohit Gupta,Mouse,Electronics,4,499
1966,27-03-2023,Amit Sharma,Headphones,Electronics,2,1299
1967,08-01-2023,Rahul Mehta,Headphones,Electronics,2,1299
1968,18-03-2023,Amit Sharma,Headphones,Electronics,2,1299
1969,24-01-2023,Amit Sharma,Printer,Electronics,1,8999
1972,08-10-2023,Rahul Mehta,Smartphone,Electronics,5,15999
1975,30-12-2023,Neha Verma,Headphones,Electronics,2,1299
1977,12-06-2023,Amit Sharma,Headphones,Electronics,4,1299
1978,27-12-2023,Anjali Chauhan,Headphones,Electronics,5,1299
1980,24-10-2023,Amit Sharma,Mouse,Electronics,5,499
1981,23-05-2023,Amit Sharma,Mouse,Electronics,5,499
1984,30-09-2023,Anjali Chauhan,Laptop,Electronics,2,45999
1985,05-07-2023,Neha Verma,Printer,Electronics,4,8999
1989,26-05-2023,Rahul Mehta,Printer,Electronics,1,8999
1990,29-10-2023,Rahul Mehta,Printer,Electronics,4,8999
1992,23-03-2023,Rohit Gupta,Mouse,Electronics,3,499
1993,14-08-2023,Anjali Chauhan,Smartphone,Electronics,5,15999
1994,12-09-2023,Rahul Mehta,Laptop,Electronics,5,45999
1998,01-10-2023,Rahul Mehta,Headphones,Electronics,2,1299
2000,31-08-2023,Rohit Gupta,Laptop,Electronics,4,45999
